NIT;FECHA CORTE;DURACION;(+/-) Ganancia (pérdida);(+/-) Ajustes por gastos por impuestos a las ganancias;( + ) Ajustes por gastos de depreciación y amortización;(+/-) Ajustes por deterioro de valor (reversiones de pérdidas por deterioro de valor) reconocidas en el resultado del periodo;(+) Ajustes por provisiones;(+) Ajustes por costos financieros;(+/-) Ajustes por pérdidas (ganancias) de moneda extranjera no realizadas;(+/-) Ajustes por pérdidas (ganancias) del valor razonable;(-) Ajustes por ganancias no distribuidas de asociadas;(+/-) Ajustes por pérdidas (ganancias) por la disposición de activos no corrientes;(+/-) Otros ajustes para conciliar la ganancia (pérdida);Total ajustes para conciliar la ganancia (pérdida);(+/-) Ajustes por disminuciones (incrementos) en los inventarios;(+/-) Ajustes por la disminución (incremento) de cuentas por cobrar de origen comercial;(+/-) Ajustes por disminuciones (incrementos) en otras cuentas por cobrar derivadas de las actividades de operación;(+/-) Ajustes por el incremento (disminución) de cuentas por pagar de origen comercial;(+/-) Ajustes por incrementos (disminuciones) en otras cuentas por pagar derivadas de las actividades de operación;(+/-) Otras entradas (salidas) de efectivo;Flujos de efectivo netos procedentes de (utilizados en) actividades de operación;(+) Flujos de efectivo procedentes de la pérdida de control de subsidiarias u otros negocios;(-) Flujos de efectivo utilizados para obtener el control de subsidiarias u otros negocios;(+) Otros cobros por la venta de patrimonio o instrumentos de deuda de otras entidades;(-) Otros pagos para adquirir patrimonio o instrumentos de deuda de otras entidades;(+) Otros cobros por la venta de participaciones en negocios conjuntos;(-) Otros pagos para adquirir participaciones en negocios conjuntos;(+) Importes procedentes de la venta de propiedades, planta y equipo;(-) Compras de propiedades, planta y equipo;(+) Importes procedentes de ventas de activos intangibles;(-) Compras de activos intangibles;(+) Recursos por ventas de otros activos a largo plazo;(-) Compras de otros activos a largo plazo;(-) Pagos derivados de contratos de futuro, a término, de opciones y de permuta financiera;(+) Cobros procedentes de contratos de futuro, a término, de opciones y de permuta financiera;(+) Dividendos recibidos;(+) Intereses recibidos;(+/-) Otras entradas (salidas) de efectivo;Flujos de efectivo netos procedentes de (utilizados en) actividades de inversión;(+) Importes procedentes de aumento de capital y/o recolocación de acciones;(-) Disminución de capital social y/o readquisición de acciones;(-) Pagos por otras participaciones en el patrimonio;(+) Importe procedente del aumento prima por emisión;(-) Disminución de prima por emisión;(+) Importes procedentes de préstamos;(-) Reembolsos de préstamos;(-) Pagos de pasivos por arrendamientos financieros;(-) Dividendos pagados;(-) Intereses pagados;(+/-) Otras entradas (salidas) de efectivo;Flujos de efectivo netos procedentes de (utilizados en) actividades de financiación;Incremento (disminución) neto de efectivo y equivalentes al efectivo, antes del efecto de los cambios en la tasa de cambio;(+/-) Efectos de la variación en la tasa de cambio sobre el efectivo y equivalentes al efectivo;Incremento (disminución) neto de efectivo y equivalentes al efectivo;Efectivo y equivalentes al efectivo al principio del periodo;Efectivo y equivalentes al efectivo al final del periodo
800007370;31/12/2016;2016;469238;;57442;;;;;;;;;57442;105396;-794268;-10369;424561;-423457;40816;-130641;;;;;;;;12569;;;;;;;;;;-12569;;50534;;;;;158276;;;;;-208810;;;174661;637937;812598
800007473;31/12/2016;2016;24391;-68570;239633;3654;0;6575;0;-8997;0;11374;0;183669;145973;231726;28633;-412178;-44575;-12516;145123;0;0;807631;264979;0;0;0;44240;;;;;;;1408;68121;-411433;156508;;;;;;;;153929;400000;;;-553929;-252298;;-252298;482312;230014
800007673;31/12/2016;2016;-130423;26057;61620;;;;;;;;8990;96667;;;-254841;;-19341;479777;171839;;;;;;;;;;;;;;;;;-8990;-8990;;;;;;;;;;;-33212;-33212;129637;;129637;;
800007983;31/12/2016;2016;806172;18645;40421;0;0;0;0;0;0;41162;0;100228;1015063;-1282062;-96939;-125655;-126001;296857;587663;0;0;0;0;0;0;2000;91583;0;0;0;0;0;0;0;32571;-239851;-296863;0;0;0;0;0;0;0;0;0;0;-222782;-222782;68018;0;68018;1283146;1351164
800008206;31/12/2016;2016;107192;1050;;;;16020;;;;;;17070;199865;5866;;;;;329993;;;;;;;;;;;;;;;;;;;;;;;;;425097;;0;;;-425097;-95104;;-95104;151462;56358
800008307;31/12/2016;2016;3215664;1836058;0;0;1165361;0;0;0;0;0;0;3001419;-6593;-445866;83608;585606;-3007495;-665;3425678;0;0;0;0;0;0;2000000;4083137;0;0;0;0;0;0;0;103;0;-2083034;0;0;0;0;0;0;0;0;0;769123;;-769123;573521;0;573521;3143;576664
800008324;31/12/2016;2016;36674;;61340;;;472420;;;;;-12831;520929;;343771;1399436;2330;78410;31094;2412644;;;;;;;;140318;;1339740;;;;;;;-14015;-1494073;;;1583053;;;1241267;;;;549063;;-890849;27722;;27722;12316;40038
800008538;31/12/2016;2016;1214863;326625;25305;0;0;7695;0;-2596684;0;0;356596;-1880463;-2873;-48202;49628;-86326;-499960;545496;-707837;0;0;0;0;0;0;0;5728;0;0;0;0;0;0;0;0;0;-5728;0;0;0;0;0;0;0;0;0;0;0;0;-713565;0;-713565;1396484;682919
800008639;31/12/2016;2016;46350;;119741;158683;140946;;;;;;;419370;74687;-700054;;166989;;;7342;;;;;;;;464999;;135935;;;;;;;;-600934;;;;;;358703;;89371;;;436669;706001;112409;;112409;0;
800008677;31/12/2016;2016;201695;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
800008737;31/12/2016;2016;192245;107008;;125610;2255;;;;;;;234873;1511802;1009563;-26363;-74548;15230;9895;2872697;;;;;;;;;;;;;;;;;;;;;;;;1000000;2771020;;;;;-1771020;1101677;;1101677;1801964;2903641
800008788;31/12/2016;2016;416270;232619;31986;0;0;0;0;0;0;0;0;264605;13;292535;-211859;-199987;-44709;0;516868;0;0;0;0;0;0;0;71055;0;0;0;0;0;0;0;0;0;-71055;0;0;0;0;0;0;31820;0;0;0;-473482;-505302;-59489;0;-59489;90862;31373
800008801;31/12/2016;2016;111053;;;;;;;;;;11129;11129;;192589;480059;-497614;;-79927;217289;;;;;;;;122477;0;0;;;;;;;;-122477;;;;;;;;;;;;;94812;;94812;30574;125386
800008826;31/12/2016;2016;128995;3289;;;;;;;;;;3289;;;-107000;;-186673;;-161389;;;;;;;;;;;;;;;132079;35;;132114;;;;;;;;;518;;-2562;-3080;-32355;;-32355;92043;59688
800008830;31/12/2016;2016;347848;3743;;;;;;;;;;3743;;;-303324;;-336180;;-287913;;;;;;;;;;;;;;;369268;2;;369270;;;;;;;;;69947;;-2765;-72712;8645;;8645;808;9453
800008833;31/12/2016;2016;136855;14204;67482;;;;;;;;;81686;;8613;-128706;;-207630;;-109182;;;;;;;200000;;;;;;;;47442;;76805;324247;;;;;;;;;1235;;;-1235;213830;;213830;16635;230465
800008964;31/12/2016;2016;103720;117607;33360;;;;;;;;;150967;-74912;-109719;-27135;12595;399123;;454639;;;;;;;197642;;;142657;;;;;;;;54985;;;;;;;;279591;;;;-279591;230033;;230033;237941;467974
800009017;31/12/2016;2016;8183559;;275368;;;;;;;;;275368;;;;;;695231;9154158;;;;;;;;;;;;;;;;;2851316;2851316;;;;;;;;;;;-10165079;-10165079;1840395;;1840395;2084166;3924561
800009216;31/12/2016;2016;50680;;35757;;63186;;;;;;;98943;387618;61492;;-288437;-103353;1024;207967;;;;;;;;;;;;;;;;;;;;;;;;1283446;1463210;;;;;-179764;28203;;28203;20715;48918
800009283;31/12/2016;2016;128600;0;115164;0;0;0;0;0;0;0;0;115164;-27118;-16637;16605;-34862;57088;63090;301930;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;20762;20779;0;0;0;0;0;0;0;176441;127951;0;0;-304392;18317;0;18317;903;19220
800009345;31/12/2016;2016;-133073;196744;87179;;5532;;;;;;27801;317256;;-182;7199722;52187;;;7435910;;;;;;;;7842702;;;;;;;;;;-7842702;;4948;;;;;;;;;;-4948;-411740;;-411740;530009;118269
800009732;31/12/2016;2016;350595;199738;143859;;;;;;;;-738463;-394866;-143065;501501;;-105110;138400;-41501;305954;;;;;;;;306049;;;;;;;;;;-306049;;;;;;;;;;;;;-95;;-95;958;863
800009802;31/12/2016;2016;217184;9867;625377;-4516;;;;;;;;630728;24945;-189726;;-106139;-383029;-74436;119527;;;;;;;;340419;;;;448942;;;;;638624;-150737;;;;;;65340;;;;;-3602;61738;30528;;30528;4790;35318
800009830;31/12/2016;2016;1171095;;1370;;;;;461432;;;-85654;377148;;-783932;-13910;-22592;14014;;741823;;;;;;;;531;;;;;;;;;;-531;53507;;;;;54071;86555;;887443;;;-866420;-125128;;-125128;588128;463000
800009973;31/12/2016;2016;280483;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
800010006;31/12/2016;2016;48788;32288;13435;;;;;;;;-30590;15133;-9173;;150000;;-190365;-5031;9352;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9352;;9352;618;9970
800010319;31/12/2016;2016;273200;;53295;;273642;;;;;;;326937;639799;-40868;;-558659;;-416235;224174;;;;;;;;3464;;;;354675;;;;;;-358139;;;;;;;45000;;;;;-45000;-178965;;-178965;446632;267667
800010426;31/12/2016;2016;176660;;;;;;;;;;;;644618;-3024202;;-69474;;5770013;3497615;;;;;;;;403699;;;80000;;;;;;;-323699;;;;;;;3188970;;;;;-3188970;-15054;;-15054;21499;6445
800010567;31/12/2016;2016;51116;;;;;;;;;;;;;595667;-34505;-456379;-20131;;135768;;;;;;;;177563;;;;;;;;;;-177563;;;;;;;;;;;;;;;-41795;44340;2545
800010634;31/12/2016;2016;59906;-5341;97962;0;0;;;;;;;92621;-793261;-581809;214388;298344;882805;259682;432676;0;259682;0;0;0;0;0;48845;0;28869;;0;0;0;0;12207;98745;-226444;0;0;0;0;0;1035194;1238699;63470;0;34613;235000;-66588;139644;41066;180710;278353;459063
800010668;31/12/2016;2016;1663084;;585046;;;;;;969620;;;-384574;;;;;;;1278510;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39403;39403;1317913;;1317913;986125;2304038
800010701;31/12/2016;2016;738029;0;136845;0;0;0;0;0;0;0;0;136845;38921;1896081;0;32331;-677087;22000;2187120;0;0;0;0;0;0;0;111035;0;0;0;0;0;0;0;0;0;-111035;0;0;0;0;0;0;404130;0;1370546;0;0;-1774676;301409;0;301409;630482;931891
800010724;31/12/2016;2016;-1491072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
800010792;31/12/2016;2016;-67556;-38765;146734;0;0;0;0;0;0;0;0;107969;0;0;-35835;-3081;-28559;0;-27062;0;0;0;0;0;0;0;215418;0;0;0;0;0;0;0;0;0;-215418;0;0;0;0;0;116195;0;0;0;0;0;116195;-126285;0;-126285;173944;47659
800010923;31/12/2016;2016;96792;69748;17774;;;;;;;20198;-1953;105767;-12498;-670052;;16884;9770;;-453337;;;;;;;;84900;;;;;;;;;;-84900;;;;;;;;;;;;;-538237;;-538237;945574;407337
800010950;31/12/2016;2016;781978;-5675;868709;;3267;;-385045;;;;;481256;530146;-671056;;;-225652;;896672;;;;;;;30000;690202;;;;539319;;;;;;-1199521;;;;;;;418582;;;;;-418582;-721431;;-721431;743026;21595
800011008;31/12/2016;2016;-44867;;36924;;;;;;;;5024;41948;;-491065;;499991;;;6007;;;;;;;;15232;;;;;;;;;;-15232;;;;;;;;;;;;;;;-9226;52937;43711
800011161;31/12/2016;2016;398360;;1187594;;862055;;;-353861;;;;1695788;698395;-3235681;;2057086;1456350;;3070298;;;;100000;;;;2388209;;;;;;;;;;-2488209;1297000;;;;;672255;;;3741871;;;-1772616;-1190527;;-1190527;2697837;1507310
800011170;31/12/2016;2016;982876;;1678266;;;;;;;;-326850;1351416;-783940;-1836997;;746627;283753;6380;750115;;;;;;;;1390471;;;;;;;;;;-1390471;;;;;;9968156;8363147;;720000;;;885009;244653;;244653;454477;699130
800011205;31/12/2016;2016;863447;89804;423;0;0;0;0;0;0;0;0;90227;-2525060;-390595;0;17831;1049310;3396;-891444;0;0;0;0;0;0;0;283307;0;8720;0;0;0;0;0;0;0;-292027;0;0;0;0;0;548852;0;0;0;0;0;548852;-634619;0;-634619;973721;339102
800011207;31/12/2016;2016;625917;;347002;9073;;;-24882;;;791;7098;339082;637484;32192;-157214;-790306;-97544;6781;596392;;;;;;;50;255119;;;;;;;;;;-255069;;;;;;;;502071;;;336090;-165981;175342;;175342;558849;734191
800011325;31/12/2016;2016;29300;;6416;;;;;;;;;6416;-349040;-112402;-57041;487248;7538;3255;15274;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;15274;;15274;31540;46814
800011566;31/12/2016;2016;104609;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
800011797;31/12/2016;2016;158056;;70916;;;;;;;;;70916;-63924;19167;-26793;60377;;4828;222627;;;;;;;;;;;;248638;;;;;17372;-231266;;;;;;;;;;;;;-8639;;-8639;247819;239180
800011815;31/12/2016;2016;779378;335052;353959;;;;;;;;;689011;;118936;;-591199;;-907;995219;;;;;;;;;;;;;16555;;;;;-16555;;;;;;;600000;;;;;-600000;378664;;378664;60306;438970
800011817;31/12/2016;2016;47178;25624;;6043;;;;;;;;31667;198151;;251891;23061;-778675;-22573;-249300;;;;;;;370000;;;;;;;;;;;370000;;;;;;598000;712000;;;;;-114000;6700;;6700;29386;36086
800011874;31/12/2016;2016;266803;;;;;;;;;;;;;;;;;;266803;;;;;;;78825;320798;;;;5173;;;;14232;;-232914;;;;;;589698;287594;;;32691;;269413;303302;;303302;;
800011951;31/12/2016;2016;479333;379330;43129;;;;;;;;;422459;;822581;;107963;;;1832336;;;;;;;;131223;;;;;;;;;386333;255110;;;;;;1685482;3753292;;;140753;;-2208563;-121117;;-121117;746406;625289
800012173;31/12/2016;2016;677715;0;77083;0;0;0;0;0;0;0;0;77083;396548;-1908110;124154;684692;623675;0;675757;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;0;0;0;0;0;0;0;509210;0;0;-409210;266547;0;266547;1388993;1655540
800012181;31/12/2016;2016;50922;;155488;;;;;;;;;155488;-69026;647711;;-928208;21061;473308;351256;;;;;;;;;;;;;;;;;;;;;;;;2416007;2967410;;;0;;-551403;-200147;;-200147;285034;84887
800012186;31/12/2016;2016;106614;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
800012292;31/12/2016;2016;107012;;47239;;;;;;;;;47239;199594;-232045;-59368;218924;-22433;;258923;;;;;;;0;;;;;;;;;;-3567;-3567;;;;;;;;;297000;;-50000;-347000;-91644;;-91644;255764;164120
800012310;31/12/2016;2016;57163;0;8477;0;0;0;0;0;0;0;0;8477;0;-146411;0;-145412;38444;0;-187739;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;288995;195752;0;0;0;0;93243;-94496;0;-94496;516374;421878
800012335;31/12/2016;2016;110958;78051;13826;0;0;0;0;0;0;0;0;91877;-12149;-283573;256068;-100139;204592;;267634;0;0;0;0;0;0;0;4477;0;0;0;0;0;0;0;0;0;-4477;0;0;0;0;0;0;0;0;0;0;-30358;-30358;232799;0;232799;152356;385155
800012547;31/12/2016;2016;516199;;68640;309;271197;;;;;31064;;371210;681971;85848;27008;;;-437657;1244579;;;;;;;;37491;2260;;;;;;;;;-35231;;;;;;;;;;;-950385;-950385;258963;;258963;75721;334684
800012778;31/12/2016;2016;672070;;607640;;434571;;;;121427;;;920784;495438;115674;;2007537;-467280;;3744223;228318;;;;;;;2112092;;1682104;;;;;;;;-3565878;;;;;;1107573;;488838;418000;;;200735;379080;;379080;51653;430733
800012797;31/12/2016;2016;513163;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
800012833;31/12/2016;2016;139279;;;;;;;;;;;;-301605;-232672;249697;-488803;856134;-68305;153725;;;;;;;;35487;;;;;;;;;;-35487;;;;;;94288;;;751788;;;-657500;-539262;;-539262;650252;110990
800012870;31/12/2016;2016;98333;-49660;;;;;;;;;;-49660;;7993;;-39764;15112;-97582;-65568;;;;;;;70761;;;;;29255;;;;;-38;41468;738;;;;;;;;;;;738;-23362;;-23362;80148;56786
800012888;31/12/2016;2016;376878;;314695;;;;;;;;;314695;-1068569;485610;;1953442;41050;;2103106;;;;;;;;;;;;;;;;;-31352;-31352;;;;;;;;;;;-4003670;-4003670;-1931916;;-1931916;2344872;412956
800013052;31/12/2016;2016;51547;28657;12192;;;;;;;;;40849;-62948;94203;;399549;69583;-19461;573322;;;;;;;;;;;;;;;;;;;;;;;;;147750;;;;;-147750;425572;;425572;78133;503705
800013148;31/12/2016;2016;152566;28856;9302;;;;;;;;;38158;;0;-115918;424;-71079;15798;19949;;;;;;;;;;;;;;2019;;;-27488;-25469;;;;;;;;;;;0;0;-5520;;-5520;144392;138872
800013207;31/12/2016;2016;-502781;;;;52818;;;;;;;52818;-246446;693522;;258924;3030;;259067;;;;;;;;9854;;;;;;;;;;-9854;;;;;;;;;;;;;249213;-50150;199063;352618;551681
800013331;31/12/2016;2016;607233;7705;;;;;;;;;;7705;;;;;;-9526715;-8911777;;;;;;;;;;81185;;;;;;;;-81185;;;;;;;;;;;10244857;10244857;1251895;;1251895;1551720;2803615
800013536;31/12/2016;2016;-1155267;;;;;;;;;;;;;;1291593;;3678503;;3814829;;;;;;;;185050;;;;;;;;;;-185050;;;973718;;;;4122579;;;;;-5096297;-1466518;;-1466518;3332869;1866351
800013617;31/12/2016;2016;210622;0;124920;0;0;0;0;0;0;0;0;124920;-524912;86453;;-251832;575454;3129;223834;;;;;;;;77530;;;;;;;;;;-77530;;;;;;;;;;;;;146304;;146304;134888;281192
800013829;31/12/2016;2016;-526460;44503;166874;;13467;;;;;5651;2588;233083;9023;88789;-138956;-14694;;;-349215;;;;;;;;721;;;;;;;;;-116485;-117206;;;;;;;;;;;;;-466421;0;-466421;1421148;954727
800013944;31/12/2016;2016;356933;;12220;;;;;;;;;12220;226448;225026;8781;-1528897;318596;65530;-315363;;;;;;;;;;;;;;;;;;;;;;;;;717649;;;;961089;243440;-71923;;-71923;486880;414957
800014096;31/12/2016;2016;154662;;;;;;;;;;;;-131042;-758994;;;;-249178;-984552;;;;;;;;;;;;;;;;;;;;;;;;;;;;;380507;380507;-604045;;-604045;1381951;777906
800014107;31/12/2016;2016;530489;326504;40377;16270;42842;68;;;;;-485;425576;378095;;-505361;114317;;;943116;;;;;;;;43476;;10452;;2814;;;;;;-56742;;;;;;;;;383067;;36279;-346788;539586;;539586;924752;1464338
800014246;31/12/2016;2016;-3420373;0;8919491;0;580608;0;0;0;0;-2658630;-3474855;3366614;0;-912647;0;-26920658;0;0;-27887064;0;0;0;0;0;0;5700979;0;0;0;0;0;0;0;0;0;9326612;15027591;0;0;0;0;0;24751630;0;0;0;0;0;24751630;11892157;0;11892157;15567096;27459253
800014338;31/12/2016;2016;2334397;;630750;;;;;;;;;630750;-238069;-645101;;-28360;1452628;;3506245;;;;;;;;1931562;;;;;;;;;;-1931562;8000000;;;;;;;;9725034;;;-1725034;-150351;;-150351;1009557;859206
800014499;31/12/2016;2016;488800;218764;33685;;;;;;;;;252449;21166;-600882;-188390;751805;33901;-359974;398875;;;;;;;;397987;;;;;;;;;;-397987;;;;;;;;;;;;;888;;888;;888
800014574;31/12/2016;2016;592399;;299814;;;;;;;;-22702;277112;1411839;510070;424976;-86049;-1224145;;1906202;;;;;;;33800;235174;22853;;;;;;;;;-178521;;;;;;;;;562572;;-214061;-776633;951048;30277;981325;47773;1029098
800014620;31/12/2016;2016;242230;187195;140261;53865;0;0;0;-909;0;0;0;380412;-191200;14571;-18598;-71047;-198446;-3059;154863;0;0;0;0;0;0;14734;81038;0;0;0;0;0;0;972;172;-1144;-66304;0;0;0;0;0;582972;471309;20672;179288;8548;8548;-88297;262;0;262;573393;573655
800015311;31/12/2016;2016;-44012;;62627;;;;;;;;-11684;50943;-144384;-77263;;89725;91886;53831;20726;;;;;;;;;;;;;;;;;;;;;;;;;;;;28651;;-28651;-7925;;-7925;12339;4414
800015583;31/12/2016;2016;4341493;1992112;17833987;;;;;;;;;19826099;-6756655;1260987;-61165;2889314;3333925;-2715167;22118831;;;;;;;2581022;;;;;;;;;;;2581022;3500000;;;;;;25995910;;2565860;;;-25061770;-361917;;-361917;1257972;896055
800015603;31/12/2016;2016;124455;;1039063;;0;;;;;;;1039063;-80105;-1684233;;-149020;1189086;;439246;;;;;;;;393642;;758;;;;;;;;-394400;;;;;;;;;;;-94152;-94152;-49306;;-49306;201586;152280
800015774;31/12/2016;2016;46221;93130;4551;0;0;0;0;0;0;0;0;97681;120250;568236;0;-1434416;-331237;0;-933265;0;0;0;;0;0;0;55347;0;0;0;0;0;0;0;0;27611;-27736;0;0;0;0;0;632388;467216;0;0;0;0;165172;-795829;0;-795829;1252497;456668
800015821;31/12/2016;2016;169798;145039;193335;;;78946;;;;2068;39;419427;;30455;-574047;;797121;-775129;67625;;;;;;;1000;88130;;26335;;;;;;;;-113465;;;;;;856142;608875;;;77985;;169282;123442;;123442;10767;134209
800015963;31/12/2016;2016;204812;;68139;;;;;;;;;68139;-77946;57973;-33388;-150443;-242758;4969;-168642;;;;;;;968212;9448;;;;;;;;;11300;970064;;;;;;;;;968212;;;-968212;-166790;;-166790;379876;213086
800015996;31/12/2016;2016;-4504968;-41728;;;0;;;;;;;-41728;3401389;533068;;;4036;-26429;-634603;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-634603;;-634603;894480;259877
800016011;31/12/2016;2016;-4180986;-26669;17987;;;;;;;;-65222;-73904;4474605;-22877;;-679068;;-180;-482410;;;;;;;;;;;;;;;;;-8781;-8781;;;;;;;;;;;;;-491191;;-491191;539549;48358
800016116;31/12/2016;2016;42356;109342;257007;;0;0;0;0;0;0;0;366349;0;-6113;-3906;-354325;-44063;-4109;-3811;0;0;0;55622;0;0;0;134127;36330;0;0;0;0;0;0;0;0;-153419;0;0;0;0;0;160660;0;0;0;0;0;160660;3430;0;3430;8915;12345
800016281;31/12/2016;2016;2435015;;291721;;;;;;;359;583547;875627;-2867873;869640;;-945285;344855;23747;735726;;;;172500;;;;814006;;10295;;;;;;;;-996801;;;1724870;;;;1513418;;;;5410832;2172544;1911469;;1911469;3991149;5902618
800016289;31/12/2016;2016;105126;0;353132;0;0;0;0;0;0;0;0;353132;-2015694;-398936;0;-1495587;0;44921;-3407038;0;0;0;0;0;0;0;0;0;0;1962730;0;0;0;0;0;0;1962730;0;0;0;0;0;1454308;74883;0;0;0;0;1379425;-64883;0;-64883;81051;16168
800016459;31/12/2016;2016;15262;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
800016636;31/12/2016;2016;-120804;;;;;;;;;;;;-190844;453445;;-327281;;;-185484;;;;;;;;;;;;;;;;;-7029;-7029;;;;;;;;;;;;;-192513;;-192513;213199;20686
800016920;31/12/2016;2016;43689;42613;52809;;;;;;;;4271;99693;;-355071;;622603;209738;;620652;;;;532957;;;;270;;;;;;;;;;-533227;;;;;;;;;;;;;87425;;87425;3102;90527
800017180;31/12/2016;2016;394215;146526;409488;0;10597;0;0;0;0;0;;566611;-18026;79011;-511019;29750;-251713;-19615;269214;0;0;0;0;0;0;0;0;0;0;0;416203;0;0;99704;23570;0;-292929;0;0;0;0;0;92683;0;0;124496;0;0;-31813;-55528;0;-55528;71147;15619
800017555;31/12/2016;2016;-500066;-181027;;;;;;;;;;-181027;539697;106982;;52918;-176708;15318;-142886;;;;;;;;;;;;;;;;;33128;33128;;;;;;;;;;;;;-109758;;-109758;970042;860284
800017765;31/12/2016;2016;113046;49506;;;;;;;;;;49506;-38381;4899;-655;-22455;-42184;;63776;;;;;;;;;;;;;;;;;45500;45500;;;;;;5624;32674;;60938;;;-87988;21288;;21288;19392;40680
800017779;31/12/2016;2016;2899032;302032;21526;;;;;;;;-1493028;-1169470;;344102;42527;467462;345821;;2929474;;;;528374;;;;;;;;;;;;;;-528374;;;;;;;877550;;1681008;;302723;-2255835;145265;;145265;306373;451638
800017873;31/12/2016;2016;299591;170502;13767;;;;;;;;;184269;-703373;659106;75924;-647336;449853;;318034;;;;;;;;163756;;;;;;;;;;-163756;;;;;;;100629;;;;-156621;-257250;-102972;;-102972;271638;168666
800018138;31/12/2016;2016;-43974;;7538;;;;56338;;;;;63876;-85494;460158;-26283;-127952;179865;-5912;414284;;;;;;;;212462;;;;454556;;;;;;-667018;;;;;;;;;;;;;-252734;;-252734;506831;254097
800018143;31/12/2016;2016;25159;;72328;;;;;;;;;72328;;-56850;41563;26296;-70080;;38416;;;;;;;;;;;;;;;;;;;;;;;;;39000;;;;;-39000;-584;;-584;3421;2837
800018181;31/12/2016;2016;8553230;;270489;;;;;;;;82839;353328;-55333;;-4402940;;-5950479;1303729;-198465;;;4438408;1768771;;;886892;3221578;;;;;;;;;;334951;;;;;;29508;136000;;;;;-106492;29994;;29994;62196835;62226829
800018488;31/12/2016;2016;3262394;0;1361470;-5537;0;;;;;;;1355933;309379;-474755;-618083;1536113;82683;1468384;6922048;;;;;;;;8135448;;18399;;;;;;;;-8153847;;;;;;715941;;;491;;;715450;-516349;;-516349;1444238;927889
800018771;31/12/2016;2016;682287;288613;302858;;;;;;;;-22352;569119;-18475340;2714404;;15176127;-121909;;544688;;;;;;;;6671460;;;;;;;;;;-6671460;;;;;;10687380;;;;;-4337367;6350013;223241;;223241;105988;329229
800018856;31/12/2016;2016;1150786;;695906;;;;-538707;;;233940;;391139;292030;-976737;-33744;-1372018;-158497;30521;-676520;;;;;;;;109365;;;;354155;;;;;;-463520;;;;;;368372;;;;;;368372;-771668;;-771668;2117307;1345639
800019102;31/12/2016;2016;262500;;1174725;-65027;428772;;;;;;0;1538470;-16653;126104;;-133743;;;1776678;;;;;;;;756079;;;;;;;;;142501;-613578;;;;;;;;;;;;;1163100;;1163100;5128397;6291497
800019572;31/12/2016;2016;635089;490855;244079;-648835;;;;;;;-9036;77063;-1747270;-1502077;;274542;8362226;49056;6148629;;;187625;;;;;;;1270;;;;;;;25170;211525;;;;;;;108662;;635082;;;-743744;5616410;;5616410;2233592;7850002
800019961;31/12/2016;2016;2362350;;45698;9600;9792;;;-2666111;;4074;;-2596947;;-10956;;-5453;578;;-250428;;;;;;;50563;;;;;;;;;;;50563;;11615;;;;;;1493;;;218426;205318;5453;;5453;17278;22731
800019962;31/12/2016;2016;5269096;30354;409117;-49150;;;;-5537436;;;;-5147115;;150370;;-132963;-139388;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56655;56655;56655;;56655;25779;82434
800020023;31/12/2016;2016;5165185;;1796571;;156207;;;447021;;69777;-911353;1558223;312535;;-2315487;528335;629921;1050822;6929534;;;;;;;480;4066665;;80619;;;;;;;;-4146804;;;;;;;;;;;-8102;-8102;2774628;;2774628;5540239;8314867
800020070;31/12/2016;2016;-5841365;3507;9079;;;;;;;;;12586;;11695;;-6658;17159;;-5806583;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-5806583;;-5806583;5810117;3534
800020256;31/12/2016;2016;189779;11098;1533263;;;;30682;;;300;256737;1832080;2970;-570605;;97230;734820;-3524;2282750;1947015;;;;;;;2779906;;;;;;;;;;-832891;;;;;;;1409781;;;;;-1409781;40078;;40078;13360;53438
800020280;31/12/2016;2016;46783;;80776;;;;;;;;;80776;;-22053;;-135788;;35257;4975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24613;24613;29588;;29588;12904;42492
800020419;31/12/2016;2016;510645;77118;10130;;;;;127364;;;;214612;;-260601;;58106;-2114573;;-1591811;;;7697936;;;;;;;;;;;;;;-4235901;3462035;;;;;;;2241025;;;;-63347;-2304372;-434148;;-434148;445679;11531
